Store_Code,StateName,City,Store_Name,Store_Address,Pincode,Mobile,Delivery By
1234,Delhi,Delhi,Kailash Deepak Hospital - Delhi,"Ben franklin, 85A, B5 Market, Himayunpur, Safdarjung Enclave, New Delhi - 110029. Phone : 01141506462, DELHI, 110074 - Mob - 8851529118 (BULK)",110029,8851529118,Delivery Boy
1307,Delhi,Delhi,Lifeline Eye Centre - Delhi,"Ben franklin, 85A, B5 Market, Himayunpur, Safdarjung Enclave, New Delhi - 110029. Phone : 01141506462, DELHI, 110074 - Mob - 8851529118 (BULK)",110029,8851529118,Delivery Boy
1073,Delhi,Delhi,Pedia Vision Children Eye Care - Delhi,"Ben franklin, 85A, B5 Market, Himayunpur, Safdarjung Enclave, New Delhi - 110029. Phone : 01141506462, DELHI, 110074 - Mob - 8851529118 (BULK)",110029,8851529118,Delivery Boy
175,Delhi,Delhi,Rajouri Garden-Delhi,"Ben franklin, 85A, B5 Market, Himayunpur, Safdarjung Enclave, New Delhi - 110029. Phone : 01141506462, DELHI, 110074 - Mob - 8851529118 (BULK)",110029,8851529118,Delivery Boy
1243,Delhi,Delhi,Shreya Eye Hospital - Delhi,"Ben franklin, 85A, B5 Market, Himayunpur, Safdarjung Enclave, New Delhi - 110029. Phone : 01141506462, DELHI, 110074 - Mob - 8851529118 (BULK)",110029,8851529118,Delivery Boy
612,Delhi,Delhi,Shroff Eye Centre - Delhi,"Ben franklin, 85A, B5 Market, Himayunpur, Safdarjung Enclave, New Delhi - 110029. Phone : 01141506462, DELHI, 110074 - Mob - 8851529118 (BULK)",110029,8851529118,Delivery Boy
1311,Delhi,Delhi,Shroff Eye Centre (Connaught Place) - Delhi,"Ben franklin, 85A, B5 Market, Himayunpur, Safdarjung Enclave, New Delhi - 110029. Phone : 01141506462, DELHI, 110074 - Mob - 8851529118 (BULK)",110029,8851529118,Delivery Boy
1129,Delhi,Delhi,Sight Avenue Private Limited - Delhi,"Ben franklin, 85A, B5 Market, Himayunpur, Safdarjung Enclave, New Delhi - 110029. Phone : 01141506462, DELHI, 110074 - Mob - 8851529118 (BULK)",110029,8851529118,Delivery Boy
1122,Delhi,Delhi,The Sight Avenue Eye Hospital - New Delhi,"Ben franklin, 85A, B5 Market, Himayunpur, Safdarjung Enclave, New Delhi - 110029. Phone : 01141506462, DELHI, 110074 - Mob - 8851529118 (BULK)",110029,8851529118,Delivery Boy
1316,Delhi,Delhi,View Care Vision And Eye Wellness Centre - Delhi,"Ben franklin, 85A, B5 Market, Himayunpur, Safdarjung Enclave, New Delhi - 110029. Phone : 01141506462, DELHI, 110074 - Mob - 8851529118 (BULK)",110029,8851529118,Delivery Boy
697,Delhi,Delhi,Vision Eye Centre - Delhi,"Ben franklin, 85A, B5 Market, Himayunpur, Safdarjung Enclave, New Delhi - 110029. Phone : 01141506462, DELHI, 110074 - Mob - 8851529118 (BULK)",110029,8851529118,Delivery Boy
699,Delhi,Delhi,Vision Eye Centre - Delhi (West),"Ben franklin, 85A, B5 Market, Himayunpur, Safdarjung Enclave, New Delhi - 110029. Phone : 01141506462, DELHI, 110074 - Mob - 8851529118 (BULK)",110029,8851529118,Delivery Boy
724,GOA,Mapusa,Vision Multispeciality Hospital,"Ben Franklin Opticians, Vision Multispeciality Hospital Duler, Mapusa Goa, Pin Code- 403507, Mobile- 9100715738",403507,9100715738,Bluedart
662,GOA,Ponda,Fitting Centre,"Ben franklin opticians,, Behind Nakteshwar sabhagrah, Naveen building 1st Floor, Upper bazar, Ponda Goa -403401, Mobile- 9121737111 (BULK)",403401,9121737111,Bluedart
663,GOA,Ponda,Fitting Centre,"Ben franklin opticians,, Behind Nakteshwar sabhagrah, Naveen building 1st Floor, Upper bazar, Ponda Goa -403401, Mobile- 9121737111 (BULK)",403401,9121737111,Bluedart
669,GOA,Ponda,Fitting Centre,"Ben franklin opticians,, Behind Nakteshwar sabhagrah, Naveen building 1st Floor, Upper bazar, Ponda Goa -403401, Mobile- 9121737111 (BULK)",403401,9121737111,Bluedart
586,GOA,Ponda,Dr Bhat Eye Hospital,"Dr Bhat Eye Hospital & Laser Center, Shop No 1,2 Ground Floor, Bhanudeep Arcade, Upper Bazar Ponda-Goa, Pin code-403401, Mob:+91 7410031783",403401,7410031783,Bluedart
1319,Gujarat,Ahmedabad,Bharti Eye Clinic - Ahmedabad,"Ben Franklin opticians, Retina Foundation, Old Raj Bhavan Road, Near Underbridge, Shahibaug, Ahmedabad Gujrat - 380004 Mob:- 9154229574 (BULK)",380004,9154229574,Bluedart
796,Gujarat,Ahmedabad,Fitting Centre,"Ben Franklin opticians, Retina Foundation, Old Raj Bhavan Road, Near Underbridge, Shahibaug, Ahmedabad Gujrat - 380004 Mob:- 9154229574 (BULK)",380004,9154229574,Bluedart
1153,Gujarat,Ahmedabad,Fitting Centre,"Ben Franklin opticians, Retina Foundation, Old Raj Bhavan Road, Near Underbridge, Shahibaug, Ahmedabad Gujrat - 380004 Mob:- 9154229574 (BULK)",380004,9154229574,Bluedart
420,Gujarat,Ahmedabad,Fitting Centre,"Ben Franklin opticians, Retina Foundation, Old Raj Bhavan Road, Near Underbridge, Shahibaug, Ahmedabad Gujrat - 380004 Mob:- 9154229574 (BULK)",380004,9154229574,Bluedart
848,Gujarat,Ahmedabad,Fitting Centre,"Ben Franklin opticians, Retina Foundation, Old Raj Bhavan Road, Near Underbridge, Shahibaug, Ahmedabad Gujrat - 380004 Mob:- 9154229574 (BULK)",380004,9154229574,Bluedart
1252,Gujarat,Ahmedabad,Fitting Centre,"Ben Franklin opticians, Retina Foundation, Old Raj Bhavan Road, Near Underbridge, Shahibaug, Ahmedabad Gujrat - 380004 Mob:- 9154229574 (BULK)",380004,9154229574,Bluedart
1102,Gujarat,Ahmedabad,Retina Foundation,"Ben Franklin opticians, Retina Foundation, Old Raj Bhavan Road, Near Underbridge, Shahibaug, Ahmedabad Gujrat - 380004 Mob:- 9154229574 (BULK)",380004,9154229574,Bluedart
38,Gujarat,Anand,Fitting Centre,"Ben franklin opticians, Shankara Eye Hospital, Mogar, NH - 8, Dist. Anand, Gujarat - 388340, Mob:- 9099913362 (BULK)",388340,9099913362,Bluedart
1116,Gujarat,Anand,Fitting Centre,"Ben franklin opticians, Shankara Eye Hospital, Mogar, NH - 8, Dist. Anand, Gujarat - 388340, Mob:- 9099913362 (BULK)",388340,9099913362,Bluedart
1300,Gujarat,Anand,Fitting Centre,"Ben franklin opticians, Shankara Eye Hospital, Mogar, NH - 8, Dist. Anand, Gujarat - 388340, Mob:- 9099913362 (BULK)",388340,9099913362,Bluedart
381,Gujarat,Anand,Fitting Centre,"Ben franklin opticians, Shankara Eye Hospital, Mogar, NH - 8, Dist. Anand, Gujarat - 388340, Mob:- 9099913362 (BULK)",388340,9099913362,Bluedart
395,Gujarat,Anand,Fitting Centre,"Ben franklin opticians, Shankara Eye Hospital, Mogar, NH - 8, Dist. Anand, Gujarat - 388340, Mob:- 9099913362 (BULK)",388340,9099913362,Bluedart
940,Gujarat,Anand,Fitting Centre,"Ben franklin opticians, Shankara Eye Hospital, Mogar, NH - 8, Dist. Anand, Gujarat - 388340, Mob:- 9099913362 (BULK)",388340,9099913362,Bluedart
1362,Gujarat,Anand,Fitting Centre,"Ben franklin opticians, Shankara Eye Hospital, Mogar, NH - 8, Dist. Anand, Gujarat - 388340, Mob:- 9099913362 (BULK)",388340,9099913362,Bluedart
1326,Gujarat,Bayad,Fitting Centre,"Ben franklin opticians, Vision The Eye Care Hospital, 2nd Floor, Devbhoomi Complex, Vatrak Road, Bayad, Gujrat, 383325 India Mobile : +91 - 9154333546",383325,9154333546,Bluedart
1008,Gujarat,Bhuj,Fitting Centre,"Ben franklin opticians, City eye hospital, Aiya nagar, Mundra road, Bhuj - kutch Pin.370001 Mob:- 9154322931 (BULK)",370001,9154322931,Bluedart
1193,Gujarat,Bhuj,Fitting Centre,"Ben franklin opticians, City eye hospital, Aiya nagar, Mundra road, Bhuj - kutch Pin.370001 Mob:- 9154322931 (BULK)",370001,9154322931,Bluedart
1352,Gujarat,Kosamba,Aashirvad Eye Hopsital - Kosamba,"ben franklin opticians, Aashirvad Eye Hopsital, Opp Mota Mandir, Mandir Road, Tarsadi, Kosamba, Mangrol(Taluka), Surat(District), Gujarat",,,Bluedart
368,Gujarat,Morbi,Fitting Centre,"Ben franklin opticians, Avi Hospital, Beside Avadh TVS Show Room, 8th Street, Savasar Main Road, Ram Chowk, Morbi, Gujarat - 363641. Mobile : +91 - 8511623139 (BULK)",363641,8511623139,Bluedart
496,Gujarat,Morbi,Fitting Centre,"Ben franklin opticians, Avi Hospital, Beside Avadh TVS Show Room, 8th Street, Savasar Main Road, Ram Chowk, Morbi, Gujarat - 363641. Mobile : +91 - 8511623139 (BULK)",363641,8511623139,Bluedart
362,Gujarat,Navsari,Shroff Eye Hospital,"Ben franklin opticians, Shroff Eye Hospital, Railway Station Rd, Opp.Aruday Hotel, Udyog Nagar, Dhirubhai Wadi, Navsari, Gujarat – 396445. Mobile : +91 - 7043516215",396445,7043516215,Bluedart
1373,Gujarat,Palanpur,Jay Eye Hospital,"Ben franklin opticians, Second Floor, Gopal Arcade, Aroma Cir, Sidhraj Jaysinh Nagar, Sardar Patel Nagar, Palanpur, Gujarat 385001",385001,,Bluedart
1368,Gujarat,Patan,Patan,,,,Bluedart
1250,Gujarat,Rajkot,Keshubhai Mehta Eye hospital,"Ben franklin opticians, Keshubhai Mehta Eye Hospital, Karansinhji, Main Road Rajkot Gujrat - 360001 Mob:- 7032106286 / 7490066905",360001,7032106286,Bluedart
393,Gujarat,Surat,Fitting Centre,"Ben Franklin opticians, Dr.Devang Eye Hospital, Mangaldas Shopping Centre, Nr. palanpur Patiya, Rander Road, Surat, Gujarat - 395005. Mobile : +91 – 9154796998 (BULK)",395005,9154796998,Verma
942,Gujarat,Surat,Fitting Centre,"Ben Franklin opticians, Dr.Devang Eye Hospital, Mangaldas Shopping Centre, Nr. palanpur Patiya, Rander Road, Surat, Gujarat - 395005. Mobile : +91 – 9154796998 (BULK)",395005,9154796998,Verma
1061,Gujarat,Surat,Fitting Centre,"Ben Franklin opticians, Dr.Devang Eye Hospital, Mangaldas Shopping Centre, Nr. palanpur Patiya, Rander Road, Surat, Gujarat - 395005. Mobile : +91 – 9154796998 (BULK)",395005,9154796998,Verma
1103,Gujarat,Surat,Fitting Centre,"Ben Franklin opticians, Dr.Devang Eye Hospital, Mangaldas Shopping Centre, Nr. palanpur Patiya, Rander Road, Surat, Gujarat - 395005. Mobile : +91 – 9154796998 (BULK)",395005,9154796998,Verma
525,Gujarat,Vapi,Dr.Pant Eye Hospital,"Ben franklin opticians, Dr.Pant Eye Hospital, 2nd floor, Behind Gunjan Cinema, Near Upasana Lion's English School, GIDC, Vapi, Gujarat - 396195.,Mobile : +91 - 9154797005",396195,9154797005,Anjani
865,Haryana,Ambala,Leelawati Hospital - Ambala,"Ben franklin opticians, Leelawati Hospital, Police Line Road, Ambala City, Harayana - 134003",134003,,Verma
242,Haryana,Ambala,Manocha Eye Hospital - Ambala,"Ben Franklin Opticians, Manocha Eye Hospital, Arya Chowk, Ambala City. Haryana - 134003",134003,,Verma
817,Haryana,Ambala,SV Medicose Vohra Eye Hospital - Ambala,"Ben franklin opticians, SV Medicose Vohra Eye Hospital, 61 Green Park, Gobind Nagar, Jagadhri Road, Ambala Cantt, Haryana. - 133001",133001,,Verma
671,Haryana,Faridabad,Aastha Eye Centre - Faridabad,"Ben franklin opticians, Aastha Eye Centre, 5R/5, NIT, Faridabad, Behind Neelam Petrol Pump, Faridabad, Haryana.",,,Verma
1118,Haryana,Faridabad,Dr Mehta Eye Care - Faridabad,"Ben franklin opticians, Dr Mehta Eye Care, 5E/5, BP Railway Road, New Industrial Township 5-Faridabad Nit, Near Neelam Chowk, Faridabad, Haryana",,,Verma
1144,Haryana,Faridabad,Nayanjyoti Eye And Laser Centre - Faridabad,"Ben franklin opticians, Nayanjyoti Eye And Laser Centre, 1/A251, First Floor, Neelam Bata Road, Near Kotwali, N.I.T. Faridabad, Faridabad, Haryana",,,Verma
1108,Haryana,Gurgaon,Barman Eye Care Centre - Gurgaon,Address - 1st floor Ben Franklin optician Lal nursing home new railway road Gurgaon 122001.. Mob-8650408375 (BULK),122001,8650408375,Delivery boy
939,Haryana,Gurgaon,Complete Eye Care - Gurgaon,Address - 1st floor Ben Franklin optician Lal nursing home new railway road Gurgaon 122001.. Mob-8650408375 (BULK),122001,8650408375,Delivery boy
1069,Haryana,Gurgaon,Cosmos Eye Care - Gurgaon,Address - 1st floor Ben Franklin optician Lal nursing home new railway road Gurgaon 122001.. Mob-8650408375 (BULK),122001,8650408375,Delivery boy
933,Haryana,Gurgaon,Krishna Netralaya Pvt Ltd - Gurgaon,Address - 1st floor Ben Franklin optician Lal nursing home new railway road Gurgaon 122001.. Mob-8650408375 (BULK),122001,8650408375,Delivery boy
846,Haryana,Gurgaon,Lall Nursing Home - Gurgaon,Address - 1st floor Ben Franklin optician Lal nursing home new railway road Gurgaon 122001.. Mob-8650408375 (BULK),122001,8650408375,Delivery boy
913,Haryana,Gurgaon,Lall Nursing Home2 - Gurgaon,Address - 1st floor Ben Franklin optician Lal nursing home new railway road Gurgaon 122001.. Mob-8650408375 (BULK),122001,8650408375,Delivery boy
1248,Haryana,Gurgaon,Noble Eye Care - Gurugram,Address - 1st floor Ben Franklin optician Lal nursing home new railway road Gurgaon 122001.. Mob-8650408375 (BULK),122001,8650408375,Delivery boy
613,Haryana,Gurgaon,Shroff Eye Centre - Gurgaon,Address - 1st floor Ben Franklin optician Lal nursing home new railway road Gurgaon 122001.. Mob-8650408375 (BULK),122001,8650408375,Delivery boy
1121,Haryana,Gurgaon,The Sight Avenue Eye Hospital - Gurgaon,Address - 1st floor Ben Franklin optician Lal nursing home new railway road Gurgaon 122001.. Mob-8650408375 (BULK),122001,8650408375,Delivery boy
698,Haryana,Gurgaon,Viaan Eye And Retina Centre - Gurgaon,Address - 1st floor Ben Franklin optician Lal nursing home new railway road Gurgaon 122001.. Mob-8650408375 (BULK),122001,8650408375,Delivery boy
1005,Haryana,Gurgaon,Vision Eye Plus Clinic - Gurgaon,Address - 1st floor Ben Franklin optician Lal nursing home new railway road Gurgaon 122001.. Mob-8650408375 (BULK),122001,8650408375,Delivery boy
289,Haryana,Gurgaon,Ahooja Eye and Dental Institute,"Ben Franklin Opticians, Ahooja Eye and Dental Institute, 560/1, New Railway Road, Gurgaon, Haryana, India. Mob - 9179705700",,9179705700,Delivery Boy
824,Haryana,Gurgaon,Ahooj Camp - Gurigram,"Ben Franklin Opticians, Ahooja Eye and Dental Institute, 560/1, New Railway Road, Gurgaon, Haryana, India. Mob - 9179705700",,9179705700,Delivery Boy
1172,Haryana,Panipat,N C Medical College And Hospital - Israna,"Ben franklin opticians, N C Medical College And Hospital, Panipat-Rohtak Road, VPO Israna, Panipat, Haryana - 132145",132145,,Bluedart
609,Haryana,Karnal,Sarswati Netharalaya - Karnal,"Ben franklin opticians, Sarswati Netharalaya, Randhir Lane, Karnal, Haryana. - 132001",132001,,Verma
635,Haryana,Kurushetra,Sobti Nursing Home Kurushetra,"Ben franklin opticians Sobti Nursing Home, Red Road Kurukshetra, Harayana - 136118. Mob - 9875985055",136118,9875985055,Verma
491,Haryana,Palwal,City Hospital - Palwal,"Ben franklin opticians, City Hospital, New Sohna Road, Palwal, Haryana.",,,Verma
549,Haryana,Palwal,Prabha Eye Hospital - Palwal,"Ben Franklin Optician, C/o Prabha Eye Hospital, Kalyan Enclave, Near Pappan, Plaza, Mathura Road, Palwal, Haryana-121102",121102,,Verma
222,Haryana,Panipat,Bajaj Eye Hospital,"Ben Franklin Opticians, Bajaj Eye Centre 206, Sukhdev Nagar, Panipat, Haryana, India. Phone : 0180 – 2648010, Mobile : NA.",,,Verma
1060,Haryana,Panipat,Dev Eye Care - Panipat,"Ben franklin opticians, Dev Eye Care, 10 A, Narayan Singh Park, Assandh Road, Panipat, Haryana",,,Verma
895,Haryana,Pataudi,Ahooja Eye And Dental Institute - Pataudi,"Ben franklin opticians, Ahooja Eye And Dental Institute, Manav Sewa Samiti, Haily Mandi, Pataudi Road, Pataudi, Haryana",,,Verma
1366,Haryana,Rohtak,Vision eye Clinic,"Vision eye Clinic-Rohtak, 2481,Sec-1,Road, Rohtak-Haryana-124001, Mobole-9205583173",124001,9205583173,Verma
710,Himachal Pradesh,Kangra,SM Eye Hospital,"BenFranklin opticians, SM Eye Hospital, Mataour palampur Road V/P Ghukari Kangra, Himachal Pradesh -176001,Mobile no:-+91 9100092450 (Bulk)",176001,9100092450,Bluedart
711,Himachal Pradesh,Kangra,SM Eye Hospital New Centre - Kangra,"BenFranklin opticians, SM Eye Hospital, Mataour palampur Road V/P Ghukari Kangra, Himachal Pradesh -176001,Mobile no:-+91 9100092450 (Bulk)",176001,9100092450,Bluedart
944,Jammu,Jammu,KD Multispeciality Hospital,"Ben franklin opticians, Marble Market Rd, opposite Jain Builder, Trikuta Nagar, Jammu, Jammu and Kashmir 180012 Mob:- 9622084618",180012,9622084618,Verma
593,Jharkhand,Bokaro,Muskan Hospital - Bokaro,"Ben franklin opticians, Muskan Hospital, Siddhath Plaza, Plot no : S – 3, Sector 4, City Center, Bokaro Steel City, Bokaro - 827004, Jharkhand, MobileNo : 8676851775.",827004,8676851775,DTDC
520,Jharkhand,DHANBAD,Geetasri Clinic - Dhanbad,"ben franklin opticians,Geetasri Clinic,Luby Circular Road, Near Combined Building,Dhanbad - 826001. Jharkhand.Mobile : 9100919731",826001,9100919731,Bluedart
504,Jharkhand,Jammu,Meenakshi Netralaya - Ranchi,"Meenakshi Netralaya, HI 157 Housing Colony , Ratu Road, Harmu, Near New AG Co-Oprative Colony, Ranchi, Jharkhand.",,,DTDC
1391,Jharkhand,RANCHI,M S New Optical Outlet - Ranchi,"ben franklin opticians,M/S New Optical Outlet,Ground Floor,Matri Prerna Eye Hospital,Behind Niramaya Hospital,Industrial Area, kokar,Ranchi, Jharkhand 834001",834001,,DTDC
1146,Jharkhand,Tatanagar,Sanjeev Netralaya - Tatanagar,"ben franklin opticians, Sanjeev Netralaya, Groun Floor, Plot No : 4468, S . N . K Tower, Mouza Mango,Tatanagar, Jharkhand. 831012 MOB:-8712690794",831012,8712690794,DTDC
845,Karnataka,Bagalkot,MM Joshi Eye Hospital - Bagalkot,"ben franklin opticians, MM Joshi Eye Institute Pvt Ltd, VT Gujjar Complex, College Road, Opp Sasnur Petrol Pump, Bagalkot, Karnataka.",,,Bluedart
1322,Karnataka,Bailhongal,Sourabh D Patwardhan Huf Bailhongal - Bailhongal,"ben franklin, Nandadeep Eye Hospital, 1st Floor, Metgud Complex, Mahantashetti Hospital Road, Near Bus Stand, Bailhongal, Belgaum, Karnataka",,,
880,Karnataka,Bangalore,Sankara Bengaluru,"Eyegear optics India Pvt Ltd, Sai Towers 3rd floor, Gulmohara Enclave Road, Kundalahalli Gate, Bengaluru, Karnataka - 560037, India, Mobile : 8884415249",560037,8884415249,Bluedart
951,Karnataka,Belagavi,Drushya Eye Care Hospital - Belagavi,"ben franklin, C/o Drushya Eye Hospital, Dasappa Shanbhag Empire, Mahatma Gandhi Bhavan, Behind Hotel Sanman, College Road, Belagavi - 590002",590002,,Bluedart
349,Karnataka,Belgaum,Kodkany Eye Centre - Belgaum,"Ben Franklin Opticians, Dr.Kodkany Eye Centre, # # 1575, 1st Floor, Above Mahila Vasthu Bandar, Maruthi Galli, Belgaum, Karnataka, India. Phone : NA, Mobile :+91-8884415254.",,8884415254,Bluedart
647,Karnataka,Belgaum,Kodkanys Eye Hospital (Ayodhya Nagar) - Belgaum,"ben franklin opticians, Dr. Kodkanys Eye Hospital, CTS 4824C/A1, Off Civil Hospital Road, Ayodhya Nagar, Belgaum, Karnataka.",,,Bluedart
891,Karnataka,Belgaum,Nandadeep Eye Hospital - Belgaum,"Nandadeep Eye Hospital, 1st Floor, CTS No-28, Khanapur Road, Tilakwadi, Belgaum, Karnataka",,,Bluedart
266,Karnataka,Bengalore,Solanki Eye Hospital - Bengalore,"Dr Solankis Eye Hospital, No 191/1, 2nd Cross, Link Road,Opp Anjaneya Co-operative Bank, Malleshwaram, Bangalore, India.Ph : 09986929977",,,Bluedart
1055,Karnataka,Bengaluru,Akshara Eye Hospital - Bengaluru,"ben franklin opticians, Akshara Eye Hospital, S V Arcade, Devarachikanahalli Main Road, Bilekahalli, Bengaluru, Karnataka",,,Bluedart
1127,Karnataka,Bengaluru,Ibbani Nethralaya - Bengaluru,"ben franklin opticians, Ibbani Nethralaya, Door No 34, 1st Floor, MCHS Layout, Jakkur Main Road, Bengaluru, Karnataka",,,Bluedart
580,Karnataka,Bengaluru,Karthik Netralaya - Bengaluru,"Karthik Netralaya, 89, 7th Cross, N R Colony, Near Bull Temple, Bengaluru, Karnataka. India.",,,Bluedart
843,Karnataka,Bengaluru,Narayana Nethralaya1 - Bengaluru,"ben franklin opticians, Narayana Netralaya, 121/C, Chord Rd, Near Iskon Temple, Rajajinagar, Bengaluru, Karnataka.",,,Bluedart
844,Karnataka,Bengaluru,Narayana Nethralaya1 - Kids - Bengaluru,"ben franklin opticians, Narayana Netralaya1, Kids Section, 121/C, Chord Rd, Near Iskon Temple, Rajajinagar, Bengaluru, Karnataka.",,,Bluedart
327,Karnataka,Bengaluru,Narayana Netralaya - 4,"Narayana Nethralaya, Billava Bhavan, #63, Opposite Meenakshi Temple, Bhannerghatta Road, Hulimavu, Bengaluru, Karnataka, India. Phone : NA, Mobile : NA.",,,Bluedart
718,Karnataka,Bengaluru,Prabha Eye Clinic and Research Centre - Bengaluru,"ben franklin opticians, Prabha Eye Clinic and Research Centre, 504, 40th Cross, 8th Block, Jayanagar, Bengaluru, Karnataka.",,,Bluedart
1026,Karnataka,Bengaluru,Sakra World Hospital - Bengaluru,"ben franklin opticians, Sakra World Hospital, SY No. 52/2 & 52/3, Devarabeesanahalli Varthur Hobli, Opp Intel, Outer Ring Road, Bengaluru, Karnataka",,,Bluedart
1170,Karnataka,Bengaluru,Shekar Eye Hospital - Bengaluru,"ben franklin, Shekar Eye Hospital, Ground Floor, #633, 100 Feet Ring Road, J.P Nagar - 3rd Phase, Bengaluru, Karnataka",,,Bluedart
720,Karnataka,Bengaluru,Vittala International Institute Of Ophthalmology - Bengaluru,"ben franklin opticians, Vittala International Institute of Ophthalmology, Site Number 1, 2nd Main, 2nd Cross, 7th Block, Hosakerehalli, Bengaluru, Karnataka.",,,Bluedart
682,Karnataka,Bijapur,Vasudev Dr Narsapur Eye Hospital - Bijapur,"ben franklin opticians, Vasudev Dr Narsapur Superspeciality Eye Hospital, Sudarshan, Upli Buruz Road, Bijapur, Karnataka.",,,Bluedart
120,Karnataka,Bommasandra,Bommasandra,"Narayana Netralaya 2, #258/A, Narayana Hrudayayala, Campus Road, Bommasandra, Bengaluru, Karnataka, India. Phone:080–66660761, Mobile:+91–8884415252.",,8884415252,Bluedart
494,Karnataka,Davangere,Kusagur Eye Centre - Davangere,"ben franklin opticians, Kusagur Super Speciality Eye and Skin Care Centre, #2842/2, 4th Main, Mamas Joint Road, Davangere",,,Bluedart
994,Karnataka,Dommasandra,Shecommerz - Dommasandra,"#32 Govindappa complex, Kurudu sonnenahalli, Virgonagar Post, Bengaluru. Karnataka",,,Bluedart
414,Karnataka,Gulbarga,Venkat Memorial Eye Hospital - Gulbarga,"ben franklin opticians, Venkat Memorial Eye Hospital, 1-17/2, Benhind KEB Office, Gulbarga. KA",,,Bluedart
1177,Karnataka,Haveri,Pandit Eye Care Centre - Haveri,"ben franklin opticians, Pandit Eye Care Centre, C/o Shushroosha Dr. G V Pandit Memorial Hospital, #3363, A 12, P B Road, Haveri, Karnataka",,,Bluedart
66,Karnataka,Hebbal,Hebbal,"Ben Franklin Opticians, Bangalore Baptist Hospital, Bellary Road, Hebbal, Bengaluru, Karnataka, India, Mobile : +91–9632692888.",,9632692888,Bluedart
145,Karnataka,Hospital,MM Joshi Eye Hospital,"Ben Franklin Opticians, M.M.Joshi Eye Institute, Gokul Road, Hosur, Hubli, Karnataka, India. Phone:0836–2373373, Mobile : +91–8884415245.",,8884415245,Bluedart
345,Karnataka,Hospital,Sri Eye Care Hospital,"Ben Franklin Opticians, Sri Eye Care Hospital, No – 118, 1St Stage, 1st Block, Next to Craft Super, Market, Opp to ISKON, HBR Layout, Bengaluru, Karnataka, India. Phone : NA, Mobile : NA.",,,Bluedart
131,Karnataka,HUF,Sameer A.Bagewadi HUF,"Ben Franklin Opticians, Sameer A.Bagewadi HUF, #1355, Basavan Lane, Belgaum, Karnataka, India. Phone: 0831–4205010, Mobile:+91–8884415261.",,8884415261,Bluedart
1079,Karnataka,Jamakhandi,M M Joshi Eye Institute - Jamakhandi,"ben franklin opticians, M M Joshi Eye Institute,Near Danamma Devi Temple,Tippu Sultan Circle,Kunchnur Road, Jamakhandi, Karnataka",,,Bluedart
679,Karnataka,Kalaburgi,Kamal Eye Hospital - Kalaburgi,"ben franklin opticians, Kamal Eye Hospital, Behind Girish Scan, Near Goa Hotel, Sharan Nagar, Bhramapur, Kalaburgi, Karnataka.",,,Bluedart
575,Karnataka,Kalaburgi,Netrajyothi Eye Care - Kalaburgi,"ben franklin opticians, Netrajyothi Eye Care, House Number 1-39/1, Besides District Court, Opp. Indane Gas Agency, Kalaburgi, Karnataka.",,,Bluedart
576,Karnataka,Kalaburgi,Netrajyothi Eye Care 2 (Lalgeri Cross) - Kalaburgi,"ben franklin opticians, Netrajyothi Eye Care, #8 & 9, Bhavani Complex, Lalgeri Cross, Kalaburgi, Karnataka.",,,Bluedart
372,Karnataka,Kondlahalli,MRT Rural Eye Hospital - Kondlahalli,"MRT Rural Eye Hospital, Thipppe Swamy Temple Road, Kondlahalli, Molakalmuru Taluk, Chitradurga, Karnataka, India, Mobile No : 8884415212.",,8884415212,Bluedart
857,Karnataka,Koppal,MM Joshi Eye Institute - Koppal,"ben franklin opticians, MM Joshi Eye Institute Pvt Ltd, Beside Pawar Grand Hotel, Hospet Road, Koppal, Karnataka.",,,Bluedart
317,Karnataka,Koramangala,Devi Koramangala,"Ben Franklin Opticians, Devi Super Speciality Eye Hospital Pvt.Ltd., No:434, 18th Main, 80 Feet Road, 6th Block, Opp.Koramangala Bus Dept. Koramangala, Bengaluru, Karnataka, India. Phone : NA, Mobile : +91–9620062469.",,9620062469,Bluedart
973,Karnataka,Mangalore,AJ Institute Of Medical Sciences - Mangalore,"ben franklin opticians, AJ Institute Of Medical Sciences And Research Centre, NH 66, Kuntikana, Mangalore, Karnataka",,,Bluedart
1184,Karnataka,Mysore,Mysore Race Club Eye Hospital - Mysore,"ben franklin opticians, Mysore Race Club Eye Hospital, H-1, Vinaya Marga, Siddhartha Layout, Mysore, Karnataka, India",,,Bluedart
1350,Karnataka,Mysuru,Vumax Eye Hospital - Mysuru,"ben franklin opticians, Vumax Eye Hospital, #2914, CH55, Adjacent To PSR Silks, Kantharaj Urs Road, Saraswathipuram, Mysuru, Karnataka",,,Bluedart
462,Karnataka,Nipani,Akanksha Eye And Children Hospital - Nipani,"ben franklin opticians, Akanksha Eye And Children Hospital, Bagewadi High School Road, Nippani. Karnataka",,,Bluedart
1236,Karnataka,Raichur,MM Joshi Eye Institute - Raichur,"Ben Franklin, M M Joshi Eye Institute, Nijalingappa Colony, Opposite KEB Office, Lingsugur Road, Raichur, Karnataka, Phone: 8712612179",,8712612179,Bluedart
587,Karnataka,Raichur,Vasavi Eye Hospital - Raichur,"ben franklin opticians, Vasavi Eye Hospital, Opp Jain Math, Mahaveer Chowk, Raichur, Karnataka",,,Bluedart
